"spp","ncells","nrecords","maxent810m","maxent25km","maxent50km","clippedMaxent810m","clippedMaxent25km","clippedMaxent50km","convexHull","occurrenceBUffer"
"Stipa lettermanii",87,117,120009,243,85,67862,144,53,132780861003.607,80647126353.0584
"Stipa nelsonii",145,185,137499,265,93,84351,155,52,74442113939.0504,76069176207.4859
"Stipa nevadensis",135,182,109411,224,81,68858,130,48,64986964149.2782,66003663317.6195
"Stipa occidentalis",1154,1852,158220,281,96,152067,251,83,184433734027.826,197122195946.779
"Stipa parishii",233,333,112826,301,107,34415,119,43,130451565868.301,82315360348.6196
"Stipa pinetorum",125,192,71236,186,71,30163,63,24,43823901805.4932,33422080667.3549
"Stipa pulchra",811,1200,145220,321,115,138742,285,99,207384319938.145,237976796793.154
"Stipa speciosa",818,1188,236025,448,140,199412,341,107,225359491811.404,233355678685.84
"Stipa stillmanii",80,123,57965,148,57,18121,45,18,17235291665.7587,18833643259.144
"Stipa thurberiana",125,183,110973,270,98,94652,181,59,127900881974.948,100873169695.929
"Stipa webberi",26,37,106272,208,77,23350,58,24,32575700482.8144,16791654355.825
"Streptanthella longirostris",356,528,171614,263,84,144572,221,70,132599129492.689,149734943460.738
"Streptanthus barbatus",67,90,77468,191,69,9964,25,10,5381660666.60769,6841088871.38359
"Streptanthus barbiger",63,120,73374,205,82,14823,35,14,10684533849.386,10980691466.922
"Streptanthus batrachopus",16,39,7932,71,38,399,5,3,262590931.056151,1047132413.53477
"Streptanthus bernardinus",100,191,74730,291,103,4522,18,7,12198191687.256,10974948264.4601
"Streptanthus brachiatus",14,35,73023,205,82,2087,9,3,806824689.752026,1920669212.25576
"Streptanthus breweri",123,182,130302,294,105,23064,61,27,35832417015.1555,22349915755.8512
"Streptanthus callistus",5,10,92696,462,169,784,6,2,37518185.0963588,653040212.987084
"Streptanthus campestris",58,84,135531,390,140,11428,38,17,29136809732.9207,17308003875.1651
"Streptanthus cordatus",113,189,81788,223,81,46289,111,44,102926146479.483,57657568283.3741
"Streptanthus diversifolius",64,106,124620,297,101,16115,42,17,17400341247.0372,15308279542.1889
"Streptanthus drepanoides",72,115,114114,279,100,11688,29,9,10461870049.2428,8801711590.87237
"Streptanthus farnsworthianus",27,53,75080,235,91,7434,23,10,4530752438.41383,6735238036.16512
"Streptanthus fenestratus",12,22,35037,147,59,1398,6,2,199346615.513344,1206993805.45058
"Streptanthus glandulosus",396,683,120703,289,100,62096,127,43,56865709577.3989,68675239632.5016
"Streptanthus gracilis",16,22,6734,33,15,1764,6,3,431117181.707578,1689257920.46117
"Streptanthus hesperidis",35,53,60091,188,75,3149,11,6,1195885212.22988,3022064265.33273
"Streptanthus hispidus",16,40,17645,104,47,454,2,1,16346706.4057578,503200936.715159
"Streptanthus howellii",10,11,16723,55,24,1089,3,2,199030387.491799,1293550210.45078
"Streptanthus insignis",44,86,92132,285,103,8987,23,8,3659533661.0848,6337620459.56575
"Streptanthus longisiliquus",22,45,41328,113,45,2020,8,4,677132588.364356,2248975723.62715
"Streptanthus morrisonii",37,80,64350,202,81,6625,25,11,15388728621.5725,6943748200.12967
"Streptanthus oblanceolatus",1,1,623355,744,213,470,4,2,0,309016994.374989
"Streptanthus oliganthus",11,23,35049,104,40,3513,15,7,3173976567.36416,3296645769.75868
"Streptanthus polygaloides",97,176,102953,236,89,25276,60,22,19823983862.6779,21088102049.8282
"Streptanthus tortuosus",1052,1668,129449,270,93,124136,224,73,191586949049.11,183754592158.057
"Streptanthus vernalis",1,2,623355,744,213,481,4,1,0,312014812.997391
"Streptanthus vimineus",2,2,123159,337,120,580,2,2,0,456378581.28207
"Streptopus amplexifolius",70,82,74248,204,72,42171,98,37,72161325765.577,42103171529.9066
"Stuckenia filiformis",16,18,175783,462,154,29733,79,30,119003168569.849,32105685438.1697
"Stuckenia pectinata",234,331,286785,611,196,206211,478,163,400034772524.083,376680868261.343
"Stuckenia striata",13,17,116941,339,121,15975,46,19,95496205674.7805,20978744572.6801
"Stutzia covillei",94,118,130387,261,87,65711,135,45,110493379277.538,84432267952.9074
"Stylocline citroleum",10,13,33318,150,53,2211,9,5,668320473.336912,1765712577.93675
"Stylocline gnaphaloides",589,786,188041,412,135,135361,280,96,189232139190.538,191240927967.223
"Stylocline intertexta",50,56,117850,227,71,56411,136,48,73515256943.5627,58745744946.3682
"Stylocline masonii",7,13,235976,370,118,5773,25,12,17279488611.9258,6201107151.36432
"Stylocline micropoides",110,126,191278,303,94,96812,165,54,93081092102.4524,87497490616.251
"Stylocline psilocarphoides",95,107,166179,298,96,88731,158,51,87950014826.0815,79756723659.3185
"Stylocline sonorensis",1,2,623355,744,213,475,4,2,0,309100318.158408
"Styrax redivivus",343,602,139865,309,107,103493,214,75,190501221722.768,131984097936.048
"Suaeda calceoliformis",91,145,216506,534,176,88448,229,86,247288359903.468,122240790938.338
"Suaeda californica",79,121,11794,75,34,8303,54,27,38896500567.6896,30824676970.7857
"Suaeda esteroa",48,97,14869,109,51,3950,21,9,1623864084.31488,5196841889.74624
"Suaeda nigra",286,413,268216,441,147,250892,406,130,284258036910.746,281901165065.546
"Suaeda occidentalis",3,4,8417,51,21,427,7,3,19857111.7876615,664076948.309357
"Suaeda taxifolia",188,395,11766,71,34,10037,53,24,10714214708.1625,25219355055.9685
"Subularia aquatica",15,28,69845,206,74,8935,33,18,10905943896.0181,7151478903.53366
"Swallenia alexandrae",25,78,2276,20,7,669,4,4,139425499.125872,1012542210.77788
"Swertia perennis",36,53,16968,61,24,4900,15,7,16511482962.739,7216908353.75931
"Symphoricarpos albus",397,526,211249,420,139,185693,343,106,269601602053.129,250921652759.651
"Symphoricarpos longiflorus",89,158,61690,211,85,25069,70,27,35752054313.3373,33292080575.8648
"Symphoricarpos mollis",844,1217,185769,390,131,184980,380,126,293311825807.646,342669539311.496
"Symphoricarpos rotundifolius",589,867,141560,277,97,129718,239,83,216401931887.909,195942032665.303
"Symphyotrichum ascendens",169,237,129501,267,89,87413,168,54,99256854688.0703,96501275314.8461
"Symphyotrichum bracteolatum",197,303,160627,302,104,136751,235,74,140278114027.283,148484429159.374
"Symphyotrichum campestre",38,51,95708,217,82,39043,86,33,43436334517.4762,32471753360.1153
"Symphyotrichum chilense",267,375,44661,168,67,43222,142,52,150357459930.084,119944159343.141
"Symphyotrichum defoliatum",89,157,189380,449,146,24901,53,19,19346785254.2043,23039694387.0446
"Symphyotrichum foliaceum",140,194,152519,286,99,114343,210,73,174984689572.465,125351745580.474
"Symphyotrichum frondosum",112,165,114410,290,105,84644,184,65,153444840709.828,105476056637.145
"Symphyotrichum greatae",61,109,38559,220,84,3918,12,5,1652826047.92662,4152801948.46477
"Symphyotrichum hendersonii",10,13,10097,97,40,1143,9,4,1996352237.43004,2388163257.12116
"Symphyotrichum lanceolatum",49,87,208736,453,142,33831,92,35,79784153243.9104,40854792888.2538
"Symphyotrichum lentum",45,69,63647,259,104,14695,48,18,17776715575.427,13636784862.9507
"Symphyotrichum spathulatum",700,1120,129617,255,88,127047,244,82,230863045777.278,225372664683.288
"Symphyotrichum subspicatum",75,93,71044,291,106,38471,115,47,100761703463.958,59381785476.8742
"Symphyotrichum subulatum",215,324,253998,492,148,183768,345,107,275232291127.454,210791164007.471
"Synthyris cordata",16,19,56340,169,62,10544,36,17,16744957069.6523,9827370529.79103
"Synthyris missurica",23,34,37338,163,59,2749,11,4,3186024548.71738,3628581586.92775
"Synthyris reniformis",45,58,52483,144,52,23601,65,23,33416124268.7288,25115608343.5484
"Syntrichopappus fremontii",305,391,126397,241,79,83770,150,48,86276187947.4202,87036680782.3532
"Syntrichopappus lemmonii",90,124,107781,302,102,19059,60,21,33090452079.1961,19830983366.7704
"Systenotheca vortriedei",38,65,137003,360,122,5487,16,8,2159810836.49223,4289194422.14144
"Tanacetum bipinnatum",59,98,5925,49,24,3890,21,12,21648111810.5962,12001469334.1684
"Taraxacum californicum",46,77,40371,149,55,1216,5,2,336294741.063178,1466134389.11089
"Taraxia ovata",116,168,84639,288,107,32011,71,26,25019849622.5876,32922087633.6837
"Taraxia subacaulis",60,78,76592,178,68,43543,99,36,56198365445.0572,45672220308.004
"Taraxia tanacetifolia",174,248,77053,196,75,59025,115,42,57242616671.486,59732105847.6461
"Tauschia arguta",371,497,146418,296,98,49730,95,34,42483805977.9184,54661656635.6927
"Tauschia glauca",35,60,46024,144,50,7493,23,9,8352690615.42559,6840331442.47903
"Tauschia hartwegii",145,176,187644,364,124,109346,219,73,132075431099.916,116194355402.536
"Tauschia howellii",4,7,21445,113,46,433,8,3,119421661.903786,746533086.539018
"Tauschia kelloggii",49,65,135964,296,99,33682,83,35,58310263372.5649,29897644349.8629
"Tauschia parishii",270,379,126304,376,130,42730,107,38,72477047416.7411,60877454147.0391
"Taxus brevifolia",258,367,98046,207,73,86335,145,49,84792465780.347,78726731811.542
"Tellima grandiflora",166,195,103855,237,87,82036,156,51,96702620612.1562,83236209068.1799
"Tetracoccus dioicus",53,111,45650,170,74,5714,18,8,4221687446.56322,6077693487.77042
"Tetracoccus hallii",86,220,127782,239,76,22552,47,17,18556612571.0713,16041691796.3509
"Tetracoccus ilicifolius",9,45,132299,253,86,1636,8,4,125157723.371457,1338349763.9483
"Tetradymia argyraea",48,94,39773,182,69,3489,20,8,6114403279.8578,6162105775.91361
"Tetradymia axillaris",299,426,110837,279,94,71122,146,49,81617665479.9118,76323291896.017
"Tetradymia canescens",426,617,102779,235,86,96490,210,75,183893043800.337,156333932356.58
"Tetradymia comosa",196,294,136803,323,108,27112,58,22,24859973216.4003,27253618931.2189
"Tetradymia glabrata",158,237,132428,257,86,72609,152,57,134550651541.809,87563174568.5981
"Tetradymia spinosa",22,28,54029,171,67,9979,31,17,10824337884.2474,8409012296.51413
"Tetradymia stenolepis",167,212,126238,243,79,80154,140,48,75681887027.4762,78183852376.5856
"Tetradymia tetrameres",8,9,12274,53,25,1818,7,4,514408811.713971,1604111216.36621
"Tetraneuris acaulis",48,102,15854,95,41,1267,7,3,629330448.230646,1939262377.0439
"Tetrapteron graciliflorum",186,212,199591,405,128,133875,267,86,196716301939.987,174021453429.229
"Tetrapteron palmeri",82,99,139905,262,83,56397,111,42,88347123758.5806,54919459184.3934
"Teucrium cubense",9,18,50419,112,39,4170,18,6,7578016462.1156,4283147152.04623
"Teucrium glandulosum",7,28,8598,68,31,500,4,2,38009867.7654181,635914647.38321
"Thalictrum alpinum",18,41,6935,39,15,2278,13,8,2970243173.72989,3181740546.99086
"Thalictrum fendleri",844,1273,220778,457,149,212258,437,137,308812272412.878,340745656699.322
"Thalictrum occidentale",4,6,92712,205,73,4762,14,6,21880727768.5819,4005777646.22296
"Thalictrum sparsiflorum",152,213,104581,237,83,53751,118,42,61174673328.9968,56187544124.1721
"Thamnosma montana",443,729,248853,379,114,127429,193,58,98156776244.8209,105978171070.366
"Thelypodium brachycarpum",49,79,105022,322,112,22271,65,24,77003772719.6347,29917219330.0718
"Thelypodium crispum",69,118,72607,180,73,23931,59,23,16657005084.3557,22176940424.8278
"Thelypodium flexuosum",9,21,23588,109,43,2532,11,6,2301813353.85074,2642508014.16958
"Thelypodium howellii",11,23,24370,94,41,3669,21,10,7177268476.65079,5188385100.66466
"Thelypodium integrifolium",36,109,74987,198,68,25588,74,29,60932743382.0455,26172543779.8754
"Thelypodium laciniatum",29,50,42548,144,55,10891,32,14,23748889441.7212,11914716249.4343
"Thelypodium milleflorum",17,24,21019,97,37,5787,21,12,6432575108.47009,6569254514.2891
"Thelypodium stenopetalum",26,35,6808,70,34,350,3,2,67434970.5037444,763249019.657708
"Thelypteris nevadensis",29,42,70352,159,55,22537,53,21,27756077095.365,17929233473.1706
"Thelypteris puberula",32,55,18194,124,60,3988,18,8,6184874717.73969,5555537456.78774
"Thermopsis californica",192,292,174656,463,162,90233,198,71,254338111425.275,137374980071.246
"Thermopsis gracilis",66,81,90336,186,64,24125,53,20,31351485925.3639,20905607965.9038
"Thermopsis macrophylla",11,26,40941,214,85,1416,6,3,405901719.83101,1537661842.73051
"Thermopsis robusta",5,7,11704,49,21,1109,10,5,397990697.867878,1420652706.22097
"Thuja plicata",55,106,19790,117,45,6888,19,8,5320491604.82275,6698459637.77235
"Thymophylla pentachaeta",82,112,145179,289,100,10593,24,11,5477762420.35311,7758352915.06753
"Thysanocarpus conchuliferus",20,38,9137,58,25,256,3,2,58633724.4317722,696321034.354975
"Thysanocarpus curvipes",1670,2428,274643,514,157,272966,512,156,385352329029.825,503631805385.134
"Thysanocarpus desertorum",26,33,107361,203,68,32236,83,29,46851589589.0017,29973591715.7016
"Thysanocarpus laciniatus",705,1064,190409,371,126,144100,305,108,269329052359.715,271659438676.869
"Thysanocarpus radians",150,187,88348,246,93,65698,145,50,91051151011.9929,75685432014.2827
"Thysanocarpus rigidus",5,5,258300,403,127,2037,12,7,4604402543.89397,2407955213.40896
"Tiarella trifoliata",117,147,73736,187,68,41360,84,30,54791477841.3151,43378426641.7153
"Tidestromia suffruticosa",241,338,151648,237,74,111091,183,56,96150813055.4116,106324027855.126
"Tiquilia canescens",67,94,184679,290,95,41079,83,32,58910529698.7565,34929540565.1663
"Tiquilia nuttallii",123,164,109675,250,85,61829,153,52,82905008324.0391,75897445489.1383
"Tiquilia palmeri",173,233,86792,165,58,43093,93,33,65097318737.1747,51502527846.3625
"Tiquilia plicata",269,337,152257,238,72,107849,176,53,97113119029.7345,99505334362.9407
"Tolmiea diplomenziesii",45,52,97492,240,86,34569,65,24,44637017928.0101,30708008417.9625
"Tonella tenella",129,174,147969,309,103,88597,158,48,72773747602.1276,78554485130.1478
"Tonestus eximius",25,40,65998,189,67,2690,8,4,927811577.411191,2301836778.64263
"Tonestus lyallii",4,4,8356,103,47,59,2,2,4252919.43204356,437918085.979972
"Tonestus peirsonii",50,73,24267,77,33,7278,22,11,6020064472.87404,6691361277.29572
"Torreya californica",261,428,105483,261,94,67025,150,54,118100871801.768,99583793642.2481
"Torreyochloa erecta",30,36,45244,168,61,22296,64,27,25898141001.7026,22419719796.5276
"Torreyochloa pallida",193,249,135595,293,102,121318,251,83,203322206924.601,182507552687.618
"Townsendia condensata",8,10,325,13,8,37,2,2,4761131.3988347,444282195.395485
"Townsendia leptotes",2,2,250,5,4,101,2,2,0,441930062.174497
"Townsendia scapigera",30,44,35606,101,40,6844,23,10,6925759560.20181,6859760852.72853
"Toxicodendron diversilobum",591,817,220201,424,145,216342,402,132,245891376566.542,315575869560.831
"Toxicoscordion brevibracteatum",102,131,134247,273,84,38814,86,33,54126706456.611,39439676660.7082
"Toxicoscordion exaltatum",30,38,126460,280,99,14935,43,16,27698761092.8636,17855055939.4341
"Toxicoscordion fontanum",29,39,194510,359,115,21403,64,29,34059869342.7787,19464050908.6768
"Toxicoscordion fremontii",476,633,150393,315,113,128840,251,85,188321624974.805,187174012215.239
"Toxicoscordion micranthum",143,177,117062,243,86,51617,90,31,35251529836.1575,42491245162.9475
"Toxicoscordion paniculatum",121,142,152448,332,112,103649,191,65,108568915005.841,103456301861.935
"Toxicoscordion venenosum",282,353,277300,471,152,249703,420,132,276049607256.455,283642175526.389
"Tracyina rostrata",13,32,41153,165,60,3337,17,9,4600873783.97639,3158943570.68785
"Tragia ramosa",48,72,72774,221,81,5252,16,8,2173636391.99231,4134951180.78206
"Transberingia bursifolia",5,6,9957,43,18,1304,6,4,144493056.764771,1035705882.5445
"Trautvetteria caroliniensis",40,44,37769,104,41,15191,44,16,47370251996.5494,20773092359.497
"Triantha occidentalis",193,259,81139,217,74,71004,172,57,135003279159.094,99866981329.6532
"Trianthema portulacastrum",48,89,145637,235,72,61382,121,43,117596220748.897,62823555299.8694
"Tricardia watsonii",98,129,202525,358,117,68835,123,41,61742924518.2902,60427233455.5519
"Trichocoronis wrightii",24,42,126614,334,109,16312,42,17,34610317164.1979,11961615997.6683
"Trichophorum clementis",93,154,14835,56,25,11437,30,13,9509774322.09579,13337574834.1039
"Trichophorum pumilum",6,15,23587,75,30,1294,6,6,345047274.905363,1009288713.43779
"Trichoptilium incisum",298,377,104937,194,66,64616,111,35,53609891134.5986,61164245878.8849
"Trichostema austromontanum",85,167,121025,395,142,17880,65,28,90824773450.7127,37512733852.1425
"Trichostema lanatum",381,569,57016,243,90,40319,105,39,60566539343.5568,70154648549.0239
"Trichostema lanceolatum",461,598,219955,455,151,207345,369,116,224192280317.215,278183003239.96
"Trichostema laxum",153,209,118534,250,89,37878,68,24,25356975184.0038,31286822270.6099
"Trichostema micranthum",51,83,26148,145,52,2090,9,4,3674218587.79549,3484506957.70024
"Trichostema oblongum",189,240,190077,344,119,139837,242,80,142551360962.231,139295647283.347
"Trichostema ovatum",59,115,103490,248,76,19554,40,16,14751577020.6102,15964593540.1677
"Trichostema parishii",327,555,134353,323,112,19093,55,21,28026310276.4201,30517838812.9525
"Trichostema rubisepalum",25,43,53091,202,74,2466,14,7,3912088230.07379,2943992217.28854
"Trichostema ruygtii",6,10,133104,363,131,1259,5,4,60964450.4393651,1023647806.09206
"Trichostema simulatum",32,44,177896,411,134,36239,94,37,55251489426.9241,30762853160.8119
"Tridens muticus",117,150,211597,359,115,50443,110,41,76404053340.1363,43259947421.3278
"Trientalis europaea",5,6,6497,39,19,425,7,3,166629992.011545,944169384.534259
"Trientalis latifolia",283,332,124724,270,96,117634,219,72,142210979788.379,144946775987.876
"Trifolium albopurpureum",606,782,236084,459,152,222490,365,117,201304936205.983,267816692282.947
"Trifolium amoenum",23,30,45918,205,82,6926,21,10,3473784581.7542,7019651773.26621
"Trifolium andersonii",96,156,63138,154,62,27702,73,28,30602236283.8844,27913966886.1227
"Trifolium barbigerum",145,212,126575,301,106,84916,191,68,130404073981.721,109818369832.92
"Trifolium beckwithii",22,30,57476,171,68,12920,37,13,18426670493.4113,11825275711.237
"Trifolium bifidum",306,434,136355,326,111,117626,241,82,165960380697.108,159202709780.286
"Trifolium bolanderi",9,36,58392,195,74,2039,8,5,724886592.531482,1958688470.58264
